"customer_id","demographic_slice","country_reg","ad_exp","est_income","hold_bal","pref_cust_prob","imp_cscore","RiskScore","imp_crediteval","axio_score","card_offer"
"713782","AX03efs","W","N",33407.9017494479,3,0.531112279582307,619,503.249027297784,23.9778269846522,0.137288792023524,FALSE
"515901","AX03efs","E","N",19927.5335325969,20.2579267986397,0.297438730118974,527,820.108146405516,22.9863977296961,0.0522636193746206,FALSE
"95166","AX03efs","W","Y",51222.4709966965,4,0.0184630751771727,606,586.605794513122,24.9392188121553,0.452034576010494,FALSE
"425557","AX03efs","E","Y",67211.5874665701,18.6536307880089,0.0893436586108556,585,634.701982443681,24.8411465713363,0.564618961549201,FALSE
"624581","AX03efs","W","N",20093.342157704,4,0.0949475339321058,567,631.94997899162,24.679362758996,0.917303683175727,FALSE
"721691","AX03efs","E","N",73896.0961289361,12.9066407744287,0.656847516528082,560,809.333963241562,22.7029666908573,0.19851058777205,TRUE
"269858","AX03efs","W","N",73609.4041346291,3,0.13781812943928,620,697.308163273657,24.2711121521749,0.179140705329017,FALSE
"219196","AX03efs","W","N",57619.6685816555,9,0.367879384766555,658,668.075471650386,25.886645735451,0.0353376314906104,FALSE
"413020","AX03efs","W","Y",49282.6202985984,0,0.182079430575071,519,656.111590634192,21.8389089960199,0.0541303862479176,FALSE
"174424","AX03efs","W","N",57173.0613916527,6,0.288241891628413,645,547.767117158974,24.4671874200672,0.648325095583814,FALSE
"664695","AX03efs","E","Y",1216.41437571331,31.2984680191367,0.654588186787208,675,461.078568059054,25.9686902858732,0.0368551282287502,FALSE
"498530","AX03efs","W","N",60261.1779832187,9,0.194342087545695,519,792.416229550393,23.0037690028398,0.265680626729721,FALSE
"722754","AX03efs","E","Y",27898.7994225891,24.9054444836694,0.230919010182539,502,634.635788952459,23.0660875821853,0.485769087968141,FALSE
"48861","AX03efs","W","Y",72547.1423577969,2,1.02335090803499,602,615.330090162922,24.5884798514632,0.19554103945842,TRUE
"317115","AX03efs","E","Y",59967.2221979458,20.4209414846277,0.679141873199957,636,658.290617999047,24.3985231294286,0.166274172197568,TRUE
"791715","AX03efs","E","Y",76087.3731796871,23.1170416526817,0.087857362085641,616,779.514205145286,25.7917065826464,0.356368785244879,FALSE
"422599","AX03efs","W","Y",37578.9243266724,0,0.136464763189788,674,698.184426010894,25.253071999962,0.0958625278533067,FALSE
"388632","AX03efs","E","N",51635.8841600754,14.8238917408219,0.300890986473149,610,721.803129219868,25.2143158345058,0.697234336887191,FALSE
"208452","AX03efs","E","N",52403.1723997787,21.2411716292529,0.487401676776263,578,562.416660027293,23.890132779203,0.266036504933427,FALSE
"885697","AX03efs","E","N",59828.4948498075,12.5126136902164,0.227978281608546,571,790.733261581633,24.3132716866587,0.603995293639022,FALSE
"77411","AX03efs","E","N",49041.7848567759,19.9687264258674,0.133177996507825,539,526.721687280442,24.1993444201294,0.589409957190748,FALSE
"561311","AX03efs","W","N",27192.5904869481,2,0.0972448198380402,639,765.364037452908,24.8891119872555,0.222213987652502,FALSE
"248942","AX03efs","E","N",686.671107331051,26.3593675879198,0.563717199862115,508,704.535958321587,21.5387605855926,0.377971932505659,FALSE
"377252","AX03efs","E","N",25136.7332234741,15.6475886619002,0.41584087279083,520,746.024918468501,22.4411921465539,0.0110824081895467,FALSE
"822873","AX03efs","E","Y",25689.8705664553,23.8246687418308,0.16489714610035,539,649.783554136875,22.3093153815742,0.670423361874269,FALSE
"936503","AX03efs","E","N",18971.0798800403,12.4395473355489,0.864700099004875,541,710.603249473843,22.520556947245,0.449148101608603,FALSE
"309814","AX03efs","E","N",23650.339784703,16.4252834552014,0.274740774530206,532,707.209275897447,22.1169343660013,0.111251821055844,FALSE
"258560","AX03efs","E","N",21090.8118139427,25.7616340701111,0.59764015083608,692,636.070343893058,26.82469447823,0.0327645038554703,FALSE
"79638","AX03efs","W","Y",52850.8446032894,3,0.509505134417792,510,584.441168768627,23.1419271567095,0.287734017560197,FALSE
"778438","AX03efs","E","N",68383.4300857963,17.2484532880959,0.524178742764593,524,478.225484604356,23.758966019361,0.121609557602051,FALSE
"328732","AX03efs","W","Y",10481.238839384,5,0.396054604936253,564,694.970316841563,23.3651312656091,0.950478422254439,FALSE
"962546","AX03efs","E","Y",43872.1519351596,23.0019401221479,0.129967737154397,522,724.016129808298,23.5741519348311,0.00705688179370891,FALSE
"446969","AX03efs","E","Y",55360.355297567,21.2730517009573,0.309850896626907,513,556.837473791723,21.9070958806145,0.74584612068897,FALSE
"597495","AX03efs","E","N",36014.5605128122,17.8585967351532,0.0916023412692092,503,668.119855975869,22.6680858784476,0.0586607640006391,FALSE
"407939","AX03efs","E","Y",72032.966301642,27.7744218555356,0.741662512718433,661,819.877813102578,25.7114198673276,0.804960814473964,TRUE
"957272","AX03efs","E","Y",58188.2434440702,17.4888370919753,0.297434575439601,517,480.737872121457,23.4138389682949,0.609942090245478,FALSE
"182729","AX03efs","W","N",83992.3159201463,2,0.425544431112514,671,763.787930684099,25.3445826504427,0.676396132181352,FALSE
"243800","AX03efs","W","N",60337.0906335133,9,0.245371428989705,541,643.213605140108,22.9349353176747,0.114014103722805,FALSE
"966690","AX03efs","E","Y",40794.2918378377,23.9272221138302,0.210272534329976,543,660.989840720245,22.7117602352991,0.982909601577545,FALSE
"536841","AX03efs","E","N",12249.1821091504,23.3821612639238,0.401064815315084,515,791.302035409842,23.0468393793215,0.174591142594843,FALSE
"642805","AX03efs","W","N",53307.524761515,2,0.162086214072658,513,705.304768946567,21.6537550235874,0.176683918269184,FALSE
"134186","AX03efs","E","Y",7286.29579650012,22.6612257515782,0.303973094976412,628,582.859416478678,25.7684877487692,0.777736163145003,FALSE
"69635","AX03efs","W","Y",49302.2894956707,5,0.722531248769839,562,579.973162843221,24.6153592348218,0.955203358768025,FALSE
"12604","AX03efs","E","Y",3400.78281844182,23.1338576055032,0.440712656158492,665,775.559876722055,26.5393235287497,0.402728314577432,FALSE
"259692","AX03efs","W","N",82.3752034429781,2,0.187588959618392,570,558.819622473981,23.3157236584243,0.720363832996907,FALSE
"936371","AX03efs","E","Y",18300.265535303,23.6602357718028,0.373082095121253,689,765.225286409427,25.8438869727856,0.121541043996152,FALSE
"47021","AX03efs","W","Y",71675.0772007256,8,0.131544083343991,675,751.708820042196,25.105001255802,0.573212808699247,FALSE
"834551","AX03efs","W","Y",38174.1062309113,12,0.210163453443898,516,654.552888078969,21.7267862244929,0.395305192998927,FALSE
"958354","AX03efs","W","Y",15248.333603402,0,0.118342451328165,590,644.950094177684,23.7730272341548,0.917550487922068,FALSE
"500999","AX03efs","W","N",17736.5720119247,4,0.0996982096330163,681,682.023742505315,27.0261211755947,0.0104883668967765,FALSE
"203874","AX03efs","W","Y",20042.595782948,8,0.688407140019524,579,729.002457086616,25.0515743201952,0.00114341676781501,FALSE
"915660","AX03efs","W","N",50843.0082812374,8,0.592893341923909,578,664.371606978586,23.8263563291168,0.22838756618506,FALSE
