"customer_id","demographic_slice","country_reg","ad_exp","est_income","hold_bal","pref_cust_prob","imp_cscore","RiskScore","imp_crediteval","axio_score","card_offer"
"596723","AX03efs","W","N",26323.0923752769,3,0.461364316215591,603,505.509061649099,23.8066878011237,0.351221925580234,NA
"841834","AX03efs","E","Y",67374.6216540271,17.8610946100002,0.473516733721637,650,466.158075943051,26.0688033668878,0.0801063297604232,NA
"402401","AX03efs","E","N",1728.36971267805,21.6044888368538,0.486220378423186,606,603.346279639912,23.6289551487329,0.20818049697006,NA
"734431","AX03efs","E","Y",15814.2102605022,22.0584028768007,0.462249060878968,530,747.158220703162,22.5339570926947,0.0801218075308093,NA
"739547","AX03efs","W","Y",45233.588193493,1,0.541660078234399,640,704.781193789665,24.2987817059521,0.667269733724187,NA
"203067","AX03efs","E","Y",76883.6038312868,21.2974789220347,0.0631517256666864,619,708.863607364396,24.0148594503616,0.783786884723794,NA
"133388","AX03efs","E","N",50946.9844189703,26.6532236781168,0.580729360348114,584,787.573182004325,24.8959834192148,0.416608800796193,NA
"131709","AX03efs","W","N",21721.6491747821,7,0.187343722897625,689,747.99526785209,25.6742554699133,0.992081738661627,NA
"310152","AX03efs","W","N",93121.7800952625,2,0.805218843605757,505,661.402491787759,21.9234840705923,0.254036816719605,NA
"552166","AX03efs","E","Y",30086.0932573769,25.6096268020149,0.270330757002386,530,544.399542055049,22.3186054725249,0.251539220351797,NA
"362007","AX03efs","W","Y",52663.4866930933,12,0.304313748713427,578,603.113778770628,23.0497589776122,0.0552616688716881,NA
"635393","AX03efs","W","Y",32332.9695700875,11,0.222050835599268,618,723.438686366893,25.5360056045873,0.285372519763666,NA
"221473","AX03efs","E","N",56191.2214048801,20.0742432372481,0.137479876182715,693,633.875379968728,27.0524861675529,0.801284350356908,NA
"878414","AX03efs","E","N",31926.8094080604,22.6493738422236,0.261685062017965,596,689.963173924837,24.6318816946522,0.938721427166319,NA
"290633","AX03efs","W","N",57922.4885987557,7,0.0954018362329859,697,651.096769889922,25.4380727099219,0.046348239633913,NA
"756772","AX03efs","W","Y",22662.863679229,11,0.505677019376959,641,766.581626661447,25.0701322968968,0.425655683212794,NA
"955411","AX03efs","W","Y",45318.9494070269,1,0.59429043771154,578,688.104825329467,24.4750520331353,0.0504449918654121,NA
"997239","AX03efs","W","N",22769.5631170531,7,0.22635282737349,609,611.596650344425,24.2837011474275,0.441978292326562,NA
"43398","AX03efs","E","Y",71804.8371413177,16.6454145363895,1.06021132160696,588,599.287567030367,23.3069429798101,0.16402496861396,NA
"264349","AX03efs","E","N",67290.3779860771,19.6767305259213,0.419295070682021,631,695.080980346198,24.7241267203182,0.0381175273663827,NA
"314391","AX03efs","W","Y",26965.9923371591,0,0.149395634548514,574,765.982875630324,23.6400551319078,0.971307118898487,NA
"714846","AX03efs","E","Y",51653.694609628,20.9088398923335,0.411956123226045,618,896.927613910555,24.8352110895796,0.881618260807218,NA
"892667","AX03efs","W","Y",31450.4153135485,8,0.459738433384793,547,556.556692876145,22.6234728404725,0.399239803823225,NA
"670648","AX03efs","E","Y",85253.7529155321,20.8118714620115,0.557430718652465,590,524.630693485211,25.287507852545,0.479901271783325,NA
"584068","AX03efs","W","Y",36214.2043472417,1,0.433087058195112,565,592.981733081852,23.3310497808273,0.969419294171595,NA
"107590","AX03efs","E","N",35270.7101693822,17.1935115546532,0.335603812445264,623,554.438811283969,24.0550817518123,0.285551673240829,NA
"815672","AX03efs","W","N",98699.2680703941,14,0.252226919561333,645,822.442408995929,25.7072713900674,0.288762200242627,NA
"460630","AX03efs","W","Y",34163.0547810505,9,0.917756882390099,554,820.77296115221,23.6480848465754,0.656141985036503,NA
"354231","AX03efs","W","Y",58028.4250195002,2,0.242661417715103,502,734.647295702393,23.2601006697359,0.499003687213432,NA
"721713","AX03efs","W","N",44648.4600214021,7,0.229058529915437,691,768.917707105364,26.3231459649791,0.866138334910902,NA
"765885","AX03efs","W","N",7823.8202766927,4,0.117838416159117,602,711.291227693564,23.8562465469156,0.166712906936513,NA
"964281","AX03efs","E","N",36779.0250471955,10.9846713799297,0.142504840262265,609,819.587294660305,24.6436265939145,0.431745423468613,NA
"730025","AX03efs","E","N",97200.9430992744,27.9900331813503,0.407361041126728,589,667.978793646485,24.4930324161746,0.964533605167609,NA
"625375","AX03efs","E","Y",31797.6318295265,22.8283415232531,0.0683389104493661,593,687.065998391011,24.8960061305589,0.0306166484510226,NA
"121424","AX03efs","W","N",51034.7649061818,9,0.577200527631613,564,691.923967935522,23.7290057898168,0.875922785975697,NA
"71578","AX03efs","E","Y",69197.5387571631,11.8827792290916,0.430532059226787,608,652.595505617866,23.6615274073206,0.440630684096939,NA
"776481","AX03efs","E","N",24932.0291405482,30.1075384052169,0.258787454203599,669,642.399514134336,25.6365366552365,0.251406622854373,NA
"466286","AX03efs","E","N",83911.6346112339,23.5864597995602,0.837333191592938,694,776.615187015719,27.1742769788723,0.462427360978602,NA
"342403","AX03efs","E","Y",67584.4313252209,17.2311583209611,0.718311841007512,584,767.568926614319,24.0369657094892,0.412177513432565,NA
"461761","AX03efs","W","N",75313.4473479717,12,0.507850608921568,692,632.065990758394,27.1665376805,0.0305951649770327,NA
"473362","AX03efs","W","N",29386.0168813162,4,0.726333449187078,574,651.74617982131,22.9769309588486,0.620671249906656,NA
"211887","AX03efs","E","N",51896.9824270005,19.1823175959954,0.504576932522565,649,628.254624197411,26.4734119563402,0.141027524396475,NA
"409765","AX03efs","W","N",68104.7310111494,7,0.268391187803926,690,709.87979909631,25.472168437813,0.80794245529351,NA
"916518","AX03efs","E","Y",61374.8257291947,17.7111112325374,0.287630166820452,649,897.240316318181,25.4128999115233,0.131443530688904,NA
"209540","AX03efs","W","N",7080.13193391807,0,0.0495198088981933,672,566.009872382323,26.2073406935879,0.00435992632653076,NA
"335884","AX03efs","W","N",77997.2913525913,8,0.164728053613858,554,568.464022219539,24.0929228385575,0.308342823563374,NA
"208424","AX03efs","E","N",18891.6972087625,24.380335700268,0.751689311083607,699,621.872057042371,27.1933991283557,0.796308133763531,NA
"712488","AX03efs","E","N",42713.5982289958,25.4270501852667,0.254709321128444,582,686.546112858572,24.7212329423113,0.388357223184556,NA
"880947","AX03efs","E","N",41406.7766990618,23.357684542388,0.638214218748348,619,485.874251058674,24.9922055424762,0.799708700538725,NA
"263908","AX03efs","W","N",33727.0091553188,6,0.140086621486823,549,694.520756428344,23.0990070970965,0.362784966625102,NA
"100941","AX03efs","E","Y",4402.65836912648,18.3687309998851,0.557193064691353,546,654.036241605995,22.3704808236781,0.0162891707463624,NA
"152834","AX03efs","W","Y",92365.3317618362,13,0.403283808958145,610,551.17032615324,23.6992252863854,0.0872775606504228,NA
"531840","AX03efs","W","N",6361.14940364136,1,0.56126944060865,696,668.986954046546,26.7236878924576,0.978032346156,NA
"274346","AX03efs","E","N",26302.9986109437,14.1559027065854,0.495237161632618,586,737.946521281382,24.7884324494563,0.911672808808868,NA
"593624","AX03efs","E","Y",47951.0445335375,20.2578191690343,0.202809554016053,663,532.578135606121,26.3692941931861,0.421904668635634,NA
"407490","AX03efs","E","Y",27776.5678207292,13.0728442336179,1.12771288557425,580,714.742291357457,23.7651506373788,0.615714965049589,NA
"311259","AX03efs","E","Y",47483.8275830143,20.7833579731801,0.0887396701290754,630,638.482550892747,25.3467979834046,0.325809442042521,NA
"595019","AX03efs","W","Y",46933.8141623902,6,0.177854162617281,672,612.425744209203,25.6241526647546,0.274058680580151,NA
