"customer_id","demographic_slice","country_reg","ad_exp","est_income","hold_bal","pref_cust_prob","imp_cscore","RiskScore","imp_crediteval","axio_score","card_offer"
"83366","AX03efs","E","N",26996.9992005037,14.9178061576285,0.205006327090178,516,695.874714216102,22.2323137677611,0.800252720531742,FALSE
"172529","AX03efs","W","Y",91766.1881879948,2,0.0718004682329038,649,523.988448418544,26.4641553052589,0.980538672010276,FALSE
"441352","AX03efs","E","Y",63387.9144661189,25.5333445228546,0.274346273312601,558,718.424816325678,23.7495542748813,0.273163084765578,FALSE
"341613","AX03efs","E","N",36314.7203152094,16.9547246178919,0.708389963263334,521,829.4715387916,23.7494276205302,0.315351919582005,FALSE
"609068","AX03efs","E","N",32645.9363017254,17.2020516558827,0.124497402313928,525,657.345744687341,22.0318426814496,0.207627673849626,FALSE
"222639","AX03efs","E","Y",32989.911474929,24.6272205353728,0.497756436944238,586,640.182201150219,24.2489660704607,0.094479689392417,FALSE
"899054","AX03efs","E","Y",23282.2231033516,17.4022680862728,0.114917610092203,675,683.156331541821,26.8506811157473,0.0791395676676519,FALSE
"495502","AX03efs","W","N",69675.0251959453,15,0.507263414885644,550,878.757011054945,24.2586330873192,0.635003427080409,FALSE
"462952","AX03efs","W","Y",59287.8761551083,1,0.434911565163743,557,573.992168737619,24.5552557577547,0.986800000331449,FALSE
"526215","AX03efs","W","Y",36942.3219209414,5,0.0655325762675977,578,783.097146882711,25.0208221065219,0.0464265547416258,FALSE
"415481","AX03efs","E","N",88815.2444565123,25.7173819365241,0.330225158124312,694,738.990090961784,26.8164273158631,0.983346133783242,FALSE
"36716","AX03efs","W","N",63336.7245636374,7,0.0533309261375936,639,842.711302713434,25.6121822001492,0.576232501527651,FALSE
"484424","AX03efs","W","Y",63771.6730602219,1,0.146981635640993,594,689.771563762405,24.6138563078059,0.654187348753556,FALSE
"296116","AX03efs","W","Y",58969.8521731244,5,0.24878514795667,525,635.367901182581,23.5035851552476,0.225242516111587,FALSE
"669533","AX03efs","W","N",36450.3094238863,3,0.177329835622577,520,701.586549373076,21.8695800516267,0.43097256835689,FALSE
"667307","AX03efs","E","Y",84303.4512556647,16.9586711843037,0.532128898879156,645,694.729350612661,25.0408669809376,0.599077082490444,TRUE
"687424","AX03efs","W","Y",22490.2359886209,4,0.367767293761794,592,778.669380357975,25.2741566287609,0.524937153165728,FALSE
"864701","AX03efs","W","N",70334.4697111876,8,0.789948844763545,514,646.809202542343,21.9748185851725,0.705709207773781,TRUE
"608408","AX03efs","W","N",38079.6306865692,9,0.128982565228804,638,740.71493769294,25.5353569248902,0.580784664855815,FALSE
"526160","AX03efs","W","N",24815.4022359338,10,0.265534169451051,625,658.613160420818,24.2025293589135,0.460120169120892,FALSE
